,Open,High,Low,Close,Volume BTC,Volume USDT mil,Open_b_1,High_b_1,Low_b_1,Close_b_1,Volume_(BTC)_b_1,Volume_(Currency)_b_1
799,5595.0,5596.0,5037.95,5512.06,2295.6,12.33712276,5512.06,5710.0,5490.26,5683.9,1869.04,10.53778167
800,5760.02,5774.98,5508.63,5595.0,1422.23,7.99864463,5595.0,5596.0,5037.95,5512.06,2295.6,12.33712276
801,5709.99,5788.91,5585.19,5760.02,1516.11,8.62852843,5760.02,5774.98,5508.63,5595.0,1422.23,7.99864463
802,5869.99,5922.3,5400.01,5709.99,1329.45,7.47493437,5709.99,5788.91,5585.19,5760.02,1516.11,8.62852843
803,5649.98,5900.0,5580.01,5869.99,966.19,5.50793389,5869.99,5922.3,5400.01,5709.99,1329.45,7.47493437
804,5430.0,5846.17,5379.84,5649.98,1865.9,10.51903483,5649.98,5900.0,5580.01,5869.99,966.19,5.50793389
805,4821.43,5439.99,4810.16,5430.0,1267.18,6.610146,5430.0,5846.17,5379.84,5649.98,1865.9,10.51903483
806,4783.06,4881.61,4710.0,4821.43,736.72,3.52950387,4821.43,5439.99,4810.16,5430.0,1267.18,6.610146
807,4786.95,4960.0,4680.59,4783.06,1036.4,5.01147095,4783.06,4881.61,4710.0,4821.43,736.72,3.52950387
808,4640.0,4889.98,4550.0,4786.95,639.27,3.00646577,4786.95,4960.0,4680.59,4783.06,1036.4,5.01147095
809,4423.0,4658.0,4423.0,4640.0,504.13,2.28241229,4640.0,4889.98,4550.0,4786.95,639.27,3.00646577
810,4369.0,4479.5,4312.56,4423.0,288.14,1.2613676,4423.0,4658.0,4423.0,4640.0,504.13,2.28241229
811,4292.43,4417.0,4292.0,4369.0,502.17,2.19313164,4369.0,4479.5,4312.56,4423.0,288.14,1.2613676
812,4208.59,4355.0,4110.0,4292.43,760.44,3.21662042,4292.43,4417.0,4292.0,4369.0,502.17,2.19313164
813,4310.0,4373.0,4142.0,4208.59,859.82,3.6399169999999996,4208.59,4355.0,4110.0,4292.43,760.44,3.21662042
814,4380.0,4467.33,4180.8,4310.0,1070.97,4.57912209,4310.0,4373.0,4142.0,4208.59,859.82,3.6399169999999996
815,4378.48,4561.63,4360.0,4380.0,634.55,2.81113103,4380.0,4467.33,4180.8,4310.0,1070.97,4.57912209
816,4378.51,4406.52,4240.04,4378.48,724.9,3.12823171,4378.48,4561.63,4360.0,4380.0,634.55,2.81113103
817,4174.69,4380.0,4138.1,4378.51,705.52,3.02526575,4378.51,4406.52,4240.04,4378.48,724.9,3.12823171
818,4174.5,4263.86,3952.01,4174.69,1561.22,6.40306839,4174.69,4380.0,4138.1,4378.51,705.52,3.02526575
819,4193.0,4300.0,4101.0,4174.5,839.55,3.51005209,4174.5,4263.86,3952.01,4174.69,1561.22,6.40306839
820,3882.35,4249.94,3872.81,4193.0,625.3,2.54287229,4193.0,4300.0,4101.0,4174.5,839.55,3.51005209
821,3920.75,3976.99,3850.05,3882.35,523.31,2.04785728,3882.35,4249.94,3872.81,4193.0,625.3,2.54287229
822,3660.02,3979.87,3653.69,3920.75,720.64,2.75595753,3920.75,3976.99,3850.05,3882.35,523.31,2.04785728
823,3780.0,3789.99,3622.76,3660.02,659.82,2.4390452000000002,3660.02,3979.87,3653.69,3920.75,720.64,2.75595753
824,3595.87,3817.19,3542.91,3780.0,747.79,2.78115857,3780.0,3789.99,3622.76,3660.02,659.82,2.4390452000000002
825,3609.99,3750.0,3505.55,3595.87,833.3,3.01122481,3595.87,3817.19,3542.91,3780.0,747.79,2.78115857
826,3900.0,3910.0,3567.0,3609.99,971.06,3.64267189,3609.99,3750.0,3505.55,3595.87,833.3,3.01122481
827,3910.04,4046.08,3820.0,3900.0,719.59,2.83426005,3900.0,3910.0,3567.0,3609.99,971.06,3.64267189
828,4035.01,4089.97,3830.91,3910.04,898.81,3.54436184,3910.04,4046.08,3820.0,3900.0,719.59,2.83426005
829,3699.99,4123.2,3690.0,4035.01,1027.67,4.05970398,4035.01,4089.97,3830.91,3910.04,898.81,3.54436184
830,3714.95,3748.21,3499.02,3699.99,676.16,2.44532119,3699.99,4123.2,3690.0,4035.01,1027.67,4.05970398
831,3700.0,3950.0,3470.66,3714.95,1280.1,4.73932689,3714.95,3748.21,3499.02,3699.99,676.16,2.44532119
832,3189.02,3856.0,2817.0,3700.0,1949.32,6.52522095,3700.0,3950.0,3470.66,3714.95,1280.1,4.73932689
833,3944.69,3993.0,3165.13,3189.02,1642.54,5.83184765,3189.02,3856.0,2817.0,3700.0,1949.32,6.52522095
834,4163.72,4165.38,3760.0,3944.69,901.25,3.52215598,3944.69,3993.0,3165.13,3189.02,1642.54,5.83184765
835,4208.47,4394.59,4040.8,4163.72,873.9,3.70078923,4163.72,4165.38,3760.0,3944.69,901.25,3.52215598
836,4130.37,4334.43,4098.91,4208.47,685.57,2.89573388,4208.47,4394.59,4040.8,4163.72,873.9,3.70078923
837,4258.81,4283.0,3801.0,4130.37,648.94,2.6532182,4130.37,4334.43,4098.91,4208.47,685.57,2.89573388
838,4282.8,4426.62,4150.06,4258.81,658.59,2.81456035,4258.81,4283.0,3801.0,4130.37,648.94,2.6532182
839,4691.61,4735.39,4028.93,4282.8,1108.34,4.76400593,4282.8,4426.62,4150.06,4258.81,658.59,2.81456035
840,4619.77,4788.59,4438.19,4691.61,481.83,2.21966492,4691.61,4735.39,4028.93,4282.8,1108.34,4.76400593
841,4366.47,4662.87,4335.26,4619.77,779.5,3.50073596,4619.77,4788.59,4438.19,4691.61,481.83,2.21966492
842,4100.11,4484.99,3603.0,4366.47,1175.2,4.86314822,4366.47,4662.87,4335.26,4619.77,779.5,3.50073596
843,4509.08,4527.49,3972.51,4100.11,1309.91,5.55054561,4100.11,4484.99,3603.0,4366.47,1175.2,4.86314822
844,4472.14,4714.76,4298.33,4509.08,666.62,3.0110235,4509.08,4527.49,3972.51,4100.11,1309.91,5.55054561
845,4834.91,4939.19,4286.87,4472.14,888.18,4.07296536,4472.14,4714.76,4298.33,4509.08,666.62,3.0110235
846,4724.89,4885.55,4654.88,4834.91,554.18,2.63405629,4834.91,4939.19,4286.87,4472.14,888.18,4.07296536
847,4555.14,4745.42,4555.14,4724.89,550.18,2.54838443,4724.89,4885.55,4654.88,4834.91,554.18,2.63405629
848,4587.48,4647.51,4416.01,4555.14,790.13,3.60073768,4555.14,4745.42,4555.14,4724.89,550.18,2.54838443
849,4386.69,4625.85,4313.55,4587.48,594.12,2.64058483,4587.48,4647.51,4416.01,4555.14,790.13,3.60073768
850,4310.01,4399.82,4124.54,4386.69,593.15,2.54661875,4386.69,4625.85,4313.55,4587.48,594.12,2.64058483
851,4337.44,4400.0,4285.54,4310.01,347.47,1.50758996,4310.01,4399.82,4124.54,4386.69,593.15,2.54661875
852,4280.68,4367.0,4212.41,4337.44,225.76,0.96775332,4337.44,4400.0,4285.54,4310.01,347.47,1.50758996
853,4316.01,4453.91,4247.48,4280.68,563.36,2.44032379,4280.68,4367.0,4212.41,4337.44,225.76,0.96775332
854,4114.01,4371.68,4085.01,4316.01,770.46,3.2254058,4316.01,4453.91,4247.48,4280.68,563.36,2.44032379
855,4040.0,4265.8,4013.89,4114.01,980.5,4.06250652,4114.01,4371.68,4085.01,4316.01,770.46,3.2254058
856,4016.0,4104.82,3400.0,4040.0,939.91,3.6487265,4040.0,4265.8,4013.89,4114.01,980.5,4.06250652
857,4086.29,4119.62,3911.79,4016.0,685.12,2.77059206,4016.0,4104.82,3400.0,4040.0,939.91,3.6487265
858,4139.98,4211.08,4032.62,4086.29,463.54,1.91563635,4086.29,4119.62,3911.79,4016.0,685.12,2.77059206
859,4108.37,4184.69,3850.0,4139.98,371.15,1.50823939,4139.98,4211.08,4032.62,4086.29,463.54,1.91563635
860,4285.08,4371.52,3938.77,4108.37,1178.07,4.99449356,4108.37,4184.69,3850.0,4139.98,371.15,1.50823939
861,4469.93,4485.39,4200.74,4285.08,647.86,2.81237911,4285.08,4371.52,3938.77,4108.37,1178.07,4.99449356
